UserId,Rating,Timestamp,Snack_Sub_Name,Price,Snack Subscription ID,Calories Kcal,Protien g,Fat g,Serving Size g
A3JQESKSRFB6MV,5,1388534400,Keto Krate,24.5,594012015,440,9,19,100
A3AW83CCH2SYAG,5,1394841600,Snackfair,22.95,899336795,387,15,19,100
A3IL8P9RPBUW2X,3,1374278400,MunchPak,9.99,558835155,540,8,17,100
A1C09ZLU9Z56TG,5,1355011200,ZenPop,39.99,511189877,340,8,17,100
A2E14J26DQZOAA,5,1355529600,Snackfair,5.0,528881469,387,8,13,100
A16OJ9FTF432BE,4,1321315200,Keto Krate,5.0,528881469,440,4,11,100
A2WOSVWG4SX1J1,5,1386892800,Snakku,19.0,972683275,287,15,18,100
A17ZYVAZZZWXU5,3,1388534400,Vegan Cuts Snack Box,9.99,558835155,315,11,4,100
A1PY7ODDSRIFGV,4,1368057600,Snakku,24.5,594012015,287,8,19,100
AJ4QIAKKHW21N,1,1312156800,ZenPop,38.95,321732944,340,12,13,100
A2RMLNVKPFRK7X,4,1207699200,TokyoTreat,22.5,970407998,520,9,16,100
A2R4GEWPLORVSO,2,1103328000,Vegan Cuts Snack Box,22.5,970407998,315,12,5,100
A1KKUYTDUZDZSA,4,1104192000,ZenPop,13.0,594511488,340,5,20,100
A34527S2PDKKGN,3,1204848000,Vegan Cuts Snack Box,19.9,594477670,315,12,20,100
ACVACAN9F8XKR,1,1180915200,Bokksu,15.5,13279300,340,15,8,100
A5OXSZ6JI3WW0,1,1308528000,Vegan Cuts Snack Box,9.95,594481902,315,14,11,100
A28K8QC9C4WPGE,1,1141084800,NatureBox,22.5,970407998,229,12,9,100
A266DODBJYK0X,1,1116806400,Snackfair,22.5,970407998,387,7,15,100
A17RBVZX3VTNBW,1,1111449600,Vegan Cuts Snack Box,39.0,594481813,315,8,13,100
AV4GK35MHBFMW,1,1133395200,Yummy Bazaar World Sampler,38.95,321732944,440,12,9,100
A3UKB1QYS8KBW0,1,1104537600,TokyoTreat,22.5,970407998,520,8,19,100
A11E2USO989A37,5,1388448000,SnackNation,9.99,558835155,240,8,17,100
A9CRICSLKO7DJ,1,1330732800,Bokksu,19.9,594477670,340,9,5,100
A32HSNCNPRUMTR,1,1319673600,Vegan Cuts Snack Box,15.5,13279300,315,4,19,100
A17HMM1M7T9PJ1,4,1281744000,SnackNation,39.99,511189877,240,15,19,100
A1GWA4DX7T4RWE,5,1300492800,Candy Club,39.0,594481813,529,12,7,100
A233AWZLS4LDYO,5,1359676800,Snakku,9.95,594481902,287,15,13,100
A737SIAIN3WIY,5,1182816000,ZenPop,19.9,594477670,340,14,11,100
AVH06NSECM8EY,3,1323475200,FitSnack,22.95,899336795,240,12,7,100
A1BKC6B7YHYTVV,4,1405382400,Love With Food,22.5,970407998,429,11,9,100
AWVFSIB42LHKJ,4,1405209600,Snackfair,5.0,528881469,387,3,13,100
A36MQBNADRH8YY,5,1405641600,Snackfair,9.95,594451647,387,15,13,100
A3SRXMPLAEZ6DP,4,1405987200,NatureBox,34.95,594482127,229,8,17,100
A20XXTXWF2TCPY,5,1405123200,TokyoTreat,9.95,594481902,520,9,4,100
AOZZ0CTG5RMW1,4,1302912000,MunchPak,34.95,594482127,540,4,7,100
A2IDCSC6NVONIZ,5,1367280000,Yummy Bazaar World Sampler,9.99,439886341,440,4,18,100
AML8NIWFKHZJU,3,1383782400,FitSnack,24.5,594012015,240,9,19,100
A33HBPL7Q6SZMG,5,1385337600,Snackfair,39.99,511189877,387,7,7,100
A22JDDJB1ZLGGZ,5,1372636800,Try the World Snack,22.95,899336795,190,7,16,100
A39PZJCRS98E6P,5,1316908800,Keto Krate,13.0,594511488,440,9,13,100
A17S5ODXALEGVP,5,1325376000,MunchPak,24.5,594012015,540,8,9,100
A2WAXINV2ODKUQ,5,1373846400,Universal Yums,22.95,899336795,349,12,4,100
A23X08KRDJKF7,5,1388016000,MunchPak,19.9,594477670,540,8,18,100
A15FPN5N8TI3Q8,3,1361059200,Love With Food,22.95,899336795,429,9,19,100
A1ZD73MDX4POAY,5,1336521600,Keto Krate,13.0,594511488,440,11,13,100
A1EDI0X3GI1SK7,5,1323993600,Try the World Snack,38.95,321732944,190,8,19,100
A3BMUBUC1N77U8,4,1385164800,Keto Krate,22.95,899336795,440,15,19,100
A1WSLZ5AVVHLRX,5,1370476800,Try the World Snack,39.0,594481813,190,14,13,100
A2ZBW1GVAXYGNI,1,1359504000,Bokksu,22.5,970407998,340,12,17,100
A3H4C425X1H2H9,5,1402358400,TokyoTreat,15.5,13279300,520,14,5,100
A17D7RRY5F6Q6E,4,1369267200,Vegan Cuts Snack Box,9.95,594451647,315,12,19,100
AYL6T95NTTYCT,1,1343260800,Bokksu,9.99,558835155,340,5,18,100
ARG1JEPRCUDQT,5,1381190400,Vegan Cuts Snack Box,9.95,594451647,315,5,19,100
A3BPE4JK9G2SIE,5,1351296000,Universal Yums,9.99,439886341,349,3,7,100
AVRFGGCCCR6QU,4,1283126400,FitSnack,39.99,511189877,240,8,13,100
ARW08E970C4A4,3,1379203200,Snakku,9.95,594481902,287,14,8,100
AKUNHU70LFK6E,5,1375660800,Vegan Cuts Snack Box,5.0,528881469,315,11,8,100
A156MPSDULFFO5,4,1311292800,Vegan Cuts Snack Box,19.0,972683275,315,9,18,100
A1RJD803EYM353,5,1360454400,Vegan Cuts Snack Box,13.0,594511488,315,14,19,100
A3UOSOCRKS3WIH,5,1368316800,Vegan Cuts Snack Box,22.5,970407998,315,9,20,100
AWE6E7DWGGWN7,5,1365465600,Bokksu,15.5,13279300,340,9,4,100
A3PRSCGIX3NY0X,5,1388448000,Snackfair,24.5,594012015,387,8,9,100
A1RGY08MHYC8AG,4,1377907200,ZenPop,5.0,528881469,340,8,19,100
AQJ9VAGG0QKEH,5,1374364800,ZenPop,5.0,528881469,340,8,7,100
A3NFODKXP6LXLV,5,1400457600,MunchPak,19.0,972683275,540,9,11,100
A36JCYNJG4Q2W6,5,1293580800,ZenPop,9.95,594451647,340,8,13,100
A2XPU8EMY19NBQ,3,1315008000,Snackfair,39.0,594481813,387,3,19,100
A1FAOXB8IJS99K,5,1326412800,Bokksu,13.0,594511488,340,11,20,100
A19X9H8DC3U31K,5,1360972800,SnackNation,39.99,511189877,240,9,20,100
A32XX53PIYV78T,4,1304812800,Keto Krate,9.99,558835155,440,12,11,100
A1G1B7UE7D675U,5,1383955200,Yummy Bazaar World Sampler,15.5,13279300,440,12,19,100
A778X9CUE16YO,4,1393977600,TokyoTreat,15.5,13279300,520,9,13,100
A1E9C49T7E6GKV,5,1377475200,SnackNation,19.0,972683275,240,9,13,100
A2G2K3OC74CPFZ,5,1311465600,TokyoTreat,38.95,321732944,520,7,8,100
A371ZZ95ZQEIZV,4,1389052800,FitSnack,19.9,594477670,240,5,9,100
A17BX6ISOLKLXM,4,1294617600,FitSnack,39.99,511189877,240,3,19,100
A1SJ4E4I684N6M,5,1377561600,MunchPak,9.95,594481902,540,9,19,100
A3A5LQ5T7M7I8V,5,1346716800,NatureBox,34.95,594482127,229,7,17,100
A18SGGRTJKKHR3,3,1317168000,Universal Yums,9.99,558835155,349,8,4,100
A2ZSAJ28QS6Z68,5,1357257600,Yummy Bazaar World Sampler,39.99,511189877,440,7,16,100
A2UUNC4CW16062,3,1361232000,Love With Food,15.5,13279300,429,12,18,100
A7060R14RJF3I,4,1368835200,Snackfair,38.95,321732944,387,8,8,100
AIHN98QLUVU7E,5,1325116800,Snakku,19.9,594477670,287,4,5,100
A3RCX7Z7I9G2MF,5,1388966400,MunchPak,19.9,594477670,540,8,20,100
A1JLEDHBYBOLG2,5,1321488000,Yummy Bazaar World Sampler,9.99,439886341,440,15,19,100
A3GG0HR8199P8Z,1,1336348800,Snakku,9.95,594451647,287,11,15,100
A3R0H2RJY9DM99,5,1325116800,ZenPop,19.0,972683275,340,15,11,100
A26QCCO0101CO1,5,1361404800,TokyoTreat,19.0,972683275,520,11,9,100
APBF796U7GUTV,5,1331942400,FitSnack,24.5,594012015,240,14,19,100
A3T1DE9OZLLLWG,1,1360454400,Yummy Bazaar World Sampler,5.0,528881469,440,15,4,100
AUCYYUP15XJA,5,1367884800,ZenPop,39.99,511189877,340,3,8,100
A14V9YT3C4QRPW,4,1366156800,Candy Club,19.0,972683275,529,8,9,100
A1HRZF7BQSCLUC,4,1354665600,Bokksu,38.95,321732944,340,8,19,100
AZPT44204EODM,5,1393113600,ZenPop,15.5,13279300,340,9,9,100
A1TDQTL9185HTU,5,1404777600,NatureBox,13.0,594511488,229,7,13,100
A6DI4IE8MKFYR,5,1363219200,Keto Krate,22.5,970407998,440,5,13,100
A1CE42YCMQ3FEX,4,1365724800,Keto Krate,9.95,594451647,440,3,20,100
A1VYNYUM57GAM0,5,1384905600,Love With Food,24.5,594012015,429,12,9,100
A1C1XLRK3R841B,5,1384819200,ZenPop,9.95,594481902,340,14,16,100
AF6352V65ZNG1,4,1386201600,Keto Krate,5.0,528881469,440,4,8,100
AFS5ZGZ2M3ZGV,5,1379721600,Keto Krate,9.95,594451647,440,4,7,100
AH5FPXRBVFP0B,5,1364083200,Yummy Bazaar World Sampler,19.9,594477670,440,12,19,100
A1FXZJ8ZMQLYBS,5,1322524800,MunchPak,9.95,594481902,540,14,9,100
A2HLNXOYLMERTC,5,1397606400,Vegan Cuts Snack Box,39.99,511189877,315,9,4,100
A2ULCET06LOPBB,5,1369785600,MunchPak,39.99,511189877,540,5,5,100
A95VB9FYXW5XJ,5,1391990400,Snackfair,15.5,13279300,387,8,20,100
A3CCITVF0WL6KE,5,1357689600,Snakku,19.0,972683275,287,9,5,100
AYZ54MQJUM3NV,5,1404000000,Universal Yums,24.5,594012015,349,11,20,100
AYQNWE3AX4H08,5,1374105600,Love With Food,19.0,972683275,429,14,9,100
A3P2ZN0QGUALHG,5,1310515200,Vegan Cuts Snack Box,5.0,528881469,315,14,13,100
AS2KRDSIWBM2P,4,1354233600,SnackNation,5.0,528881469,240,12,13,100
ALL8RBDZK0WWO,4,1357257600,Bokksu,5.0,528881469,340,9,13,100
A33MVR4OT3321,5,1357603200,FitSnack,38.95,321732944,240,12,13,100
A3P24ZSF9IQRJJ,5,1402617600,NatureBox,39.99,511189877,229,12,13,100
A2YYH2I9S9TUCM,5,1379203200,FitSnack,24.5,594012015,240,9,11,100
A3PY6TQYAZG7MB,5,1306886400,ZenPop,22.5,970407998,340,15,17,100
A7SPHMIUOO3H1,4,1399075200,MunchPak,9.95,594481902,540,5,17,100
A1JI3XL5ME8CWM,4,1336435200,TokyoTreat,9.99,439886341,520,11,11,100
AIRPOKZ4206EG,5,1369008000,Snakku,9.99,439886341,287,12,5,100
A320EVMBXQI9B8,2,1367193600,Candy Club,24.5,594012015,529,9,9,100
AQBLWW13U66XD,5,1375574400,Snackfair,9.99,558835155,387,3,11,100
A2JQZJVI9DS6R6,5,1317686400,NatureBox,9.99,558835155,229,4,18,100
AEBGTLDMLWZO4,5,1404604800,Love With Food,39.0,594481813,429,9,13,100
A70MDVX1NI1MM,5,1324684800,MunchPak,39.0,594481813,540,12,9,100
A1WT0YXXFDUY46,5,1393286400,FitSnack,39.0,594481813,240,12,8,100
A2DO34E3J21CRT,5,1311724800,NatureBox,9.95,594481902,229,7,9,100
A1079KKA0AXSL3,4,1326067200,Keto Krate,22.95,899336795,440,9,19,100
A3NNSGACHBM7MK,4,1330128000,Vegan Cuts Snack Box,15.5,13279300,315,15,4,100
A3CK3T0E4C99CJ,5,1341014400,MunchPak,9.95,594481902,540,9,7,100
AUKEU9CW56TT4,5,1396828800,Keto Krate,19.9,594477670,440,8,18,100
A3UNB8ASV0YNCN,4,1332374400,NatureBox,9.99,439886341,229,9,13,100
A2BWX768VJ5QFS,5,1298678400,Keto Krate,22.5,970407998,440,12,19,100
AYIMC83D50LGH,5,1394064000,SnackNation,13.0,594511488,240,9,13,100
A21VE3LW3ZQ7KZ,4,1402531200,Bokksu,34.95,594482127,340,7,4,100
A2IYE9D2TEIDYV,5,1371600000,Yummy Bazaar World Sampler,9.99,439886341,440,8,19,100
A1Z3FKFCMLSMG3,4,1323302400,Candy Club,39.99,511189877,529,8,8,100
A28YQET4K11XVA,4,1312934400,Candy Club,24.5,594012015,529,9,9,100
AYRHK2GGO4VFU,5,1337299200,Universal Yums,15.5,13279300,349,11,18,100
A3130BH1Z7OPD2,3,1354147200,Love With Food,19.0,972683275,429,8,16,100
AGWAOGY3WTN4X,5,1364428800,Try the World Snack,9.99,558835155,190,12,9,100
A1L5LHGAUIIEOU,5,1345161600,Universal Yums,39.99,511189877,349,12,13,100
A23A7OH3AM0PDA,4,1296086400,ZenPop,19.0,972683275,340,12,13,100
A12AU3CNAWYO5D,5,1356220800,SnackNation,39.99,511189877,240,4,19,100
A5O0P0JV6PLU3,5,1353801600,NatureBox,15.5,13279300,229,7,20,100
A3TY97QXQ6ZFSQ,4,1291766400,NatureBox,34.95,594482127,229,12,19,100
A2LKVJ3HM9FKUE,5,1404604800,Love With Food,22.95,899336795,429,9,19,100
A35QI2GKW8K230,1,1284595200,Try the World Snack,9.95,594451647,190,7,4,100
A4VTUX8VGLMAW,5,1332201600,Universal Yums,13.0,594511488,349,5,13,100
A27X48PMUGK6U4,5,1290211200,Snackfair,38.95,321732944,387,3,9,100
A36B6D7RXI94JR,5,1364774400,Candy Club,34.95,594482127,529,7,16,100
A2KQDWZZUBBNOJ,4,1306800000,Yummy Bazaar World Sampler,22.95,899336795,440,8,11,100
AW90C3YRHB3TG,1,1355616000,Bokksu,39.0,594481813,340,12,19,100
A2IXNEHMM685C9,3,1380844800,Candy Club,9.95,594451647,529,3,9,100
A27XULAA9X5ZGQ,5,1329436800,Universal Yums,15.5,13279300,349,8,16,100
A3OB8MSEUT2B0F,5,1327795200,Keto Krate,19.0,972683275,440,5,11,100
A4CUFSZBWO8HR,2,1394582400,Bokksu,9.95,594451647,340,14,5,100
A3DIXHIECTEKV2,2,1342051200,ZenPop,19.9,594477670,340,12,13,100
